iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ARG,South America,Argentina,2020-03-04,1.0,1.0,,,0.0,,0.022,0.022,,,0.0,,,,,,,,,,,,,,,,,,,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-06,2.0,1.0,,,0.0,,0.044,0.022,,,0.0,,,,,,,,,,,,,,,,,,,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-07,8.0,6.0,,,0.0,,0.177,0.133,,,0.0,,,,,,,,,,,,,,,,,,,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-08,9.0,1.0,,1.0,1.0,,0.199,0.022,,0.022,0.022,,,,,,,,,,,,,,,,,,,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-09,12.0,3.0,,1.0,0.0,,0.266,0.066,,0.022,0.0,,,,,,,,,,,,,,,,,,,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-10,,,1.714,,,0.143,,,0.038,,,0.003,,,,,,,,,,,,,,,,,,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-11,19.0,7.0,2.571,1.0,0.0,0.143,0.42,0.155,0.057,0.022,0.0,0.003,,,,,,,,,,,,,,,,,,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-12,,,2.571,,,0.143,,,0.057,,,0.003,,,,,,,,,,,,,,,,,,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-13,31.0,12.0,4.143,1.0,0.0,0.143,0.686,0.266,0.092,0.022,0.0,0.003,,,,,,,,,,,,,,,,,,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-14,34.0,3.0,3.714,2.0,1.0,0.286,0.752,0.066,0.082,0.044,0.022,0.006,,,,,,,,,,,,,,,,,,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-15,45.0,11.0,5.143,2.0,0.0,0.143,0.996,0.243,0.114,0.044,0.0,0.003,,,,,,,,,,,,,,,,,,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-16,56.0,11.0,6.286,2.0,0.0,0.143,1.239,0.243,0.139,0.044,0.0,0.003,,,,,,,,,,,,,,,,,,41.67,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-17,65.0,9.0,7.571,2.0,0.0,0.143,1.438,0.199,0.168,0.044,0.0,0.003,,,,,,,,,,,,,,,,,,41.67,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-18,79.0,14.0,8.571,2.0,0.0,0.143,1.748,0.31,0.19,0.044,0.0,0.003,,,,,,,,,,,,,,,,,,41.67,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-19,97.0,18.0,11.143,2.0,0.0,0.143,2.146,0.398,0.247,0.044,0.0,0.003,,,,,,,,,,,,,,,,,,75.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-20,128.0,31.0,13.857,3.0,1.0,0.286,2.832,0.686,0.307,0.066,0.022,0.006,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-21,158.0,30.0,17.714,3.0,0.0,0.143,3.496,0.664,0.392,0.066,0.0,0.003,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-22,225.0,67.0,25.714,4.0,1.0,0.286,4.978,1.482,0.569,0.089,0.022,0.006,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-23,266.0,41.0,30.0,4.0,0.0,0.286,5.886,0.907,0.664,0.089,0.0,0.006,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-24,301.0,35.0,33.714,4.0,0.0,0.286,6.66,0.774,0.746,0.089,0.0,0.006,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-25,387.0,86.0,44.0,6.0,2.0,0.571,8.563,1.903,0.974,0.133,0.044,0.013,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-26,502.0,115.0,57.857,8.0,2.0,0.857,11.107,2.544,1.28,0.177,0.044,0.019,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-27,589.0,87.0,65.857,12.0,4.0,1.286,13.032,1.925,1.457,0.266,0.089,0.028,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-28,690.0,101.0,76.0,17.0,5.0,2.0,15.267,2.235,1.682,0.376,0.111,0.044,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-29,745.0,55.0,74.286,19.0,2.0,2.143,16.484,1.217,1.644,0.42,0.044,0.047,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-30,820.0,75.0,79.143,20.0,1.0,2.286,18.143,1.659,1.751,0.443,0.022,0.051,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-03-31,966.0,146.0,95.0,24.0,4.0,2.857,21.374,3.23,2.102,0.531,0.089,0.063,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-01,966.0,0.0,82.714,24.0,0.0,2.571,21.374,0.0,1.83,0.531,0.0,0.057,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-02,1133.0,167.0,90.143,31.0,7.0,3.286,25.069,3.695,1.994,0.686,0.155,0.073,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-03,1133.0,0.0,77.714,34.0,3.0,3.143,25.069,0.0,1.72,0.752,0.066,0.07,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-04,1265.0,132.0,82.143,37.0,3.0,2.857,27.989,2.921,1.817,0.819,0.066,0.063,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-05,1451.0,186.0,100.857,43.0,6.0,3.429,32.105,4.115,2.232,0.951,0.133,0.076,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-06,1554.0,103.0,104.857,46.0,3.0,3.714,34.384,2.279,2.32,1.018,0.066,0.082,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-07,1628.0,74.0,94.571,53.0,7.0,4.143,36.021,1.637,2.092,1.173,0.155,0.092,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-08,1715.0,87.0,107.0,60.0,7.0,5.143,37.946,1.925,2.367,1.328,0.155,0.114,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-09,1795.0,80.0,94.571,65.0,5.0,4.857,39.716,1.77,2.092,1.438,0.111,0.107,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-10,1894.0,99.0,108.714,79.0,14.0,6.429,41.907,2.19,2.405,1.748,0.31,0.142,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-11,1975.0,81.0,101.429,82.0,3.0,6.429,43.699,1.792,2.244,1.814,0.066,0.142,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-12,2137.0,162.0,98.0,89.0,7.0,6.571,47.283,3.584,2.168,1.969,0.155,0.145,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-13,2203.0,66.0,92.714,95.0,6.0,7.0,48.743,1.46,2.051,2.102,0.133,0.155,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-14,2272.0,69.0,92.0,98.0,3.0,6.429,50.27,1.527,2.036,2.168,0.066,0.142,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-15,2432.0,160.0,102.429,105.0,7.0,6.429,53.81,3.54,2.266,2.323,0.155,0.142,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-16,2432.0,0.0,91.0,109.0,4.0,6.286,53.81,0.0,2.013,2.412,0.089,0.139,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-17,2560.0,128.0,95.143,115.0,6.0,5.143,56.642,2.832,2.105,2.544,0.133,0.114,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-18,2658.0,98.0,97.571,122.0,7.0,5.714,58.811,2.168,2.159,2.699,0.155,0.126,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-19,2828.0,170.0,98.714,132.0,10.0,6.143,62.572,3.761,2.184,2.921,0.221,0.136,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-20,2930.0,102.0,103.857,134.0,2.0,5.571,64.829,2.257,2.298,2.965,0.044,0.123,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-21,3020.0,90.0,106.857,142.0,8.0,6.286,66.82,1.991,2.364,3.142,0.177,0.139,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-22,3132.0,112.0,100.0,151.0,9.0,6.571,69.299,2.478,2.213,3.341,0.199,0.145,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-23,3276.0,144.0,120.571,159.0,8.0,7.143,72.485,3.186,2.668,3.518,0.177,0.158,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-24,3423.0,147.0,123.286,165.0,6.0,7.143,75.737,3.253,2.728,3.651,0.133,0.158,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-25,3423.0,0.0,109.286,167.0,2.0,6.429,75.737,0.0,2.418,3.695,0.044,0.142,,,,,,,,,,,,,,,,,,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-26,3767.0,344.0,134.143,185.0,18.0,7.571,83.348,7.611,2.968,4.093,0.398,0.168,,,,,,,,,,,,,,,,,,98.15,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-27,3767.0,0.0,119.571,186.0,1.0,7.429,83.348,0.0,2.646,4.115,0.022,0.164,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-28,3990.0,223.0,138.571,197.0,11.0,7.857,88.283,4.934,3.066,4.359,0.243,0.174,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-29,4114.0,124.0,140.286,207.0,10.0,8.0,91.026,2.744,3.104,4.58,0.221,0.177,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-04-30,4272.0,158.0,142.286,214.0,7.0,7.857,94.522,3.496,3.148,4.735,0.155,0.174,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-01,4415.0,143.0,141.714,218.0,4.0,7.571,97.686,3.164,3.136,4.823,0.089,0.168,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-02,4519.0,104.0,156.571,225.0,7.0,8.286,99.987,2.301,3.464,4.978,0.155,0.183,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-03,4668.0,149.0,128.714,237.0,12.0,7.429,103.284,3.297,2.848,5.244,0.266,0.164,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-04,4770.0,102.0,143.286,246.0,9.0,8.571,105.541,2.257,3.17,5.443,0.199,0.19,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-05,4874.0,104.0,126.286,260.0,14.0,9.0,107.842,2.301,2.794,5.753,0.31,0.199,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-06,5007.0,133.0,127.571,264.0,4.0,8.143,110.785,2.943,2.823,5.841,0.089,0.18,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-07,5195.0,188.0,131.857,273.0,9.0,8.429,114.944,4.16,2.917,6.04,0.199,0.186,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-08,5358.0,163.0,134.714,282.0,9.0,9.143,118.551,3.607,2.981,6.24,0.199,0.202,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-09,5598.0,240.0,154.143,293.0,11.0,9.714,123.861,5.31,3.411,6.483,0.243,0.215,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-10,5763.0,165.0,156.429,300.0,7.0,9.0,127.512,3.651,3.461,6.638,0.155,0.199,,,,,,,,,,,,,,,,,,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-11,5776.0,13.0,143.714,300.0,0.0,7.714,127.8,0.288,3.18,6.638,0.0,0.171,,,,,,,,,,,,,,,,,,94.44,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-12,6021.0,245.0,163.857,305.0,5.0,6.429,133.22,5.421,3.625,6.748,0.111,0.142,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-13,6550.0,529.0,220.429,319.0,14.0,7.857,144.925,11.705,4.877,7.058,0.31,0.174,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-14,6866.0,316.0,238.714,329.0,10.0,8.0,151.917,6.992,5.282,7.279,0.221,0.177,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-15,7121.0,255.0,251.857,353.0,24.0,10.143,157.559,5.642,5.573,7.81,0.531,0.224,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-16,7466.0,345.0,266.857,356.0,3.0,9.0,165.192,7.633,5.904,7.877,0.066,0.199,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-17,7792.0,326.0,289.857,363.0,7.0,9.0,172.405,7.213,6.413,8.032,0.155,0.199,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-18,7792.0,0.0,288.0,366.0,3.0,9.429,172.405,0.0,6.372,8.098,0.066,0.209,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-19,8358.0,566.0,333.857,382.0,16.0,11.0,184.929,12.523,7.387,8.452,0.354,0.243,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-20,8796.0,438.0,320.857,393.0,11.0,10.571,194.62,9.691,7.099,8.696,0.243,0.234,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-21,9270.0,474.0,343.429,403.0,10.0,10.571,205.108,10.488,7.599,8.917,0.221,0.234,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-22,9918.0,648.0,399.571,416.0,13.0,9.0,219.445,14.338,8.841,9.204,0.288,0.199,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-23,10636.0,718.0,452.857,433.0,17.0,11.0,235.332,15.886,10.02,9.581,0.376,0.243,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-24,11340.0,704.0,506.857,445.0,12.0,11.714,250.908,15.577,11.215,9.846,0.266,0.259,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-25,12063.0,723.0,610.143,452.0,7.0,12.286,266.905,15.997,13.5,10.001,0.155,0.272,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-26,12615.0,552.0,608.143,467.0,15.0,12.143,279.119,12.214,13.456,10.333,0.332,0.269,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-27,13215.0,600.0,631.286,484.0,17.0,13.0,292.395,13.276,13.968,10.709,0.376,0.288,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-28,13920.0,705.0,664.286,500.0,16.0,13.857,307.993,15.599,14.698,11.063,0.354,0.307,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-29,14689.0,769.0,681.571,508.0,8.0,13.143,325.008,17.015,15.08,11.24,0.177,0.291,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-30,15406.0,717.0,681.429,520.0,12.0,12.429,340.873,15.864,15.077,11.505,0.266,0.275,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-05-31,16201.0,795.0,694.429,528.0,8.0,11.857,358.463,17.59,15.365,11.683,0.177,0.262,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-06-01,16838.0,637.0,682.143,539.0,11.0,12.429,372.557,14.094,15.093,11.926,0.243,0.275,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-06-02,17402.0,564.0,683.857,556.0,17.0,12.714,385.036,12.479,15.131,12.302,0.376,0.281,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-06-03,18306.0,904.0,727.286,569.0,13.0,12.143,405.038,20.002,16.092,12.59,0.288,0.269,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
ARG,South America,Argentina,2020-06-04,19255.0,949.0,762.143,583.0,14.0,11.857,426.035,20.998,16.863,12.899,0.31,0.262,,,,,,,,,,,,,,,,,,90.74,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.825
